iter	Logloss
130	0.5988093295
131	0.5986808869
132	0.5985978374
133	0.5985072824
134	0.5984415962
135	0.598318037
136	0.5982558387
137	0.5981763495
138	0.5980715118
139	0.5979721232
140	0.5978703407
141	0.5978053366
142	0.597735765
143	0.5976898359
144	0.5976012075
145	0.5975120053
146	0.5974501593
147	0.5973045222
148	0.5972429987
149	0.5971527463
150	0.5970279285
151	0.5969594271
152	0.5968785012
153	0.5968007256
154	0.5967424145
155	0.5966672624
156	0.5966030431
157	0.5965291777
158	0.5964905974
159	0.5964196433
160	0.5963137212
161	0.5962496744
162	0.5961908685
163	0.5961262217
164	0.5960347411
165	0.5959612172
166	0.5958936553
167	0.5958008362
168	0.5957345082
169	0.5956597168
170	0.5956127418
171	0.5955350125
172	0.5954602055
173	0.595370802
174	0.5952871985
175	0.5951820147
176	0.5951415245
177	0.5950396016
178	0.5949803301
179	0.5949222956
180	0.5948751879
181	0.5947816952
182	0.5947042308
183	0.5946567788
184	0.5945971992
185	0.5945098253
186	0.5944508494
187	0.5944027102
188	0.5943294512
189	0.5942813168
190	0.5942346651
191	0.5941702844
192	0.5941531095
193	0.5940834314
194	0.5939988382
195	0.5939363038
196	0.5938589491
197	0.5937874335
198	0.5937341139
199	0.5936821347
200	0.59364312
201	0.593582148
202	0.5935131698
203	0.5934517687
204	0.5933978701
205	0.5933499278
206	0.5932996061
207	0.5932304399
208	0.5931540763
209	0.593077177
210	0.5930333667
211	0.5929908057
212	0.5929441044
213	0.5928792873
214	0.5928065376
215	0.5927393003
216	0.5927077346
217	0.5926560691
218	0.5926077004
219	0.5925414779
220	0.5925092733
221	0.592466156
222	0.5924176715
223	0.5923581209
224	0.5923115939
225	0.5922598106
226	0.5922063246
227	0.5921665563
228	0.5920696794
229	0.5920249944
230	0.5919852749
231	0.5919054766
232	0.5918650978
233	0.5918340514
234	0.5918235635
235	0.5917901445
236	0.5917592288
237	0.5917157753
238	0.5916676143
239	0.5915974929
240	0.5915267098
241	0.5914765045
242	0.5913913612
243	0.5913568175
244	0.5913266062
245	0.5912850013
246	0.5912405257
247	0.5911988556
248	0.591157501
249	0.5911172431
250	0.5910756923
251	0.5910454331
252	0.5910181433
253	0.5909895717
254	0.5909305793
255	0.590897912
256	0.5908663313
257	0.5908279205
258	0.5907934122
259	0.5907288559
260	0.5906745233
261	0.5906349499
262	0.5905781383
263	0.5905062446
264	0.590496714
265	0.5904685431
266	0.5904166695
267	0.5903667088
268	0.5903139626
269	0.5902793275
270	0.5902274646
271	0.5901851025
272	0.5901607607
273	0.5901547598
274	0.5901187287
275	0.5900584985
276	0.5900139179
277	0.5899694773
278	0.5899378223
279	0.5898840791
280	0.5898132327
281	0.5897403278
282	0.5897139325
283	0.5896683444
284	0.5896416202
285	0.5896055315
286	0.5895629062
287	0.589522555
288	0.5894932827
289	0.589457117
290	0.5894315086
291	0.5893900774
292	0.5893857007
293	0.5893424137
294	0.5893214262
295	0.5892546686
296	0.5892328298
297	0.5892108031
298	0.5891802455
299	0.5891380474
300	0.5890977282
301	0.5890508533
302	0.5889841964
303	0.5889518636
304	0.5889163799
305	0.5888703693
306	0.5888527413
307	0.5888268754
308	0.5887838249
309	0.5887465884
310	0.5887171855
311	0.588715695
312	0.5886716503
313	0.5886191819
314	0.5885909887
315	0.5885451958
316	0.5885289486
317	0.5885023108
318	0.5884792137
319	0.5884394297
320	0.5883852862
321	0.5883492472
322	0.588315734
323	0.5882767567
324	0.5882411566
325	0.5882065821
326	0.5881755659
327	0.5881276936
328	0.5880862206
329	0.5880705731
330	0.588051571
331	0.5880339152
332	0.5880029583
333	0.5879767481
334	0.5879514529
335	0.5879213366
336	0.5878977281
337	0.5878699725
338	0.5878305996
339	0.5878073046
340	0.587763359
341	0.5877339081
342	0.5877075274
343	0.5876827512
344	0.5876574858
345	0.5876341204
346	0.5876124222
347	0.58761137
348	0.58756585
349	0.5875481739
350	0.5875138061
351	0.5874853701
352	0.5874836004
353	0.5874510834
354	0.587405699
355	0.5873606132
356	0.5873181952
357	0.587290044
358	0.5872646208
359	0.5872333868
360	0.5872014498
361	0.5871778127
362	0.5871431723
363	0.5871050994
364	0.5870656929
365	0.587033273
366	0.5870080426
367	0.5869719754
368	0.5869480148
369	0.5869001592
370	0.5868531239
371	0.586825497
372	0.5867770033
373	0.5867522194
374	0.5867324123
375	0.5867064415
376	0.5866732996
377	0.5866536371
378	0.5866138736
379	0.586581229
380	0.5865383481
381	0.5865063981
382	0.5864634279
383	0.586437736
384	0.5863954206
385	0.5863504561
386	0.5862969646
387	0.5862615068
388	0.586233304
389	0.5861873046
390	0.5861714657
391	0.5861322706
392	0.586095651
393	0.5860409998
394	0.5859875297
395	0.5859642578
396	0.5859423868
397	0.5859034758
398	0.5858674676
399	0.5858311928
400	0.5857876116
401	0.5857687975
402	0.5857381621
403	0.5856963973
404	0.5856721547
405	0.5856353585
406	0.5855919516
407	0.5855651365
408	0.5855268632
409	0.5854694807
410	0.585435682
411	0.5853893137
412	0.5853549015
413	0.5853219952
414	0.5852887518
415	0.5852480728
416	0.585205167
417	0.5851811818
418	0.5851515084
419	0.5851127203
420	0.5850570493
421	0.5850172635
422	0.5849680842
423	0.5849212214
424	0.5848830725
425	0.5848476412
426	0.5848116674
427	0.5847822832
428	0.5847490044
429	0.5847150854
430	0.584669106
431	0.5846245274
432	0.5845732171
433	0.5845445499
434	0.584498594
435	0.5844592876
436	0.5844289435
437	0.5843941879
438	0.5843727487
439	0.5843395338
440	0.5843019995
441	0.5842621549
442	0.5842196965
443	0.5841932349
444	0.584157375
445	0.5841153232
446	0.5840860368
447	0.5840531708
448	0.5840049127
449	0.583956427
450	0.5839142471
451	0.5838764399
452	0.583841488
453	0.5837678574
454	0.583744189
455	0.5836905902
456	0.5836635272
457	0.5836272356
458	0.5835998512
459	0.5835660244
460	0.5835261853
461	0.5834865654
462	0.5834360609
463	0.5833990168
464	0.5833473501
465	0.5833166645
466	0.583289569
467	0.5832305839
468	0.5832002952
469	0.5831554183
470	0.5831207861
471	0.5830750391
472	0.5830422319
473	0.5829946419
474	0.5829726432
475	0.5829188353
476	0.5828795871
477	0.5828471009
478	0.5828084452
479	0.5827845659
480	0.5827278403
481	0.5826803758
482	0.5826356029
483	0.5825849604
484	0.5825420452
485	0.5824977195
486	0.5824582494
487	0.5824217881
488	0.5823745325
489	0.582339915
490	0.5822890618
491	0.5822598347
492	0.5822350345
493	0.5822075836
494	0.5821855714
495	0.5821297143
496	0.5820897036
497	0.5820539525
498	0.5819997343
499	0.5819596046
500	0.5819306072
501	0.5818899089
502	0.5818553624
503	0.581790246
504	0.5817365263
505	0.5817117077
506	0.5816780965
507	0.5816576146
508	0.5816356657
509	0.5816068785
510	0.5815575338
511	0.5815335563
512	0.581500344
513	0.5814479299
514	0.5814117521
515	0.5813899977
516	0.5813514749
517	0.5813117209
518	0.5812725958
519	0.5812420826
520	0.5812004501
521	0.5811535092
522	0.5811299571
523	0.5810939252
524	0.5810644534
525	0.5810420466
526	0.5810046657
527	0.580975211
528	0.5809314801
529	0.5809114636
530	0.5808795921
531	0.5808296413
532	0.5807778068
533	0.5807433523
534	0.5807124514
535	0.5806900633
536	0.5806456039
537	0.5805987022
538	0.5805382068
539	0.5804957698
540	0.5804665901
541	0.5804462134
542	0.5804070303
543	0.5803720044
544	0.580354456
545	0.580329289
546	0.580292257
547	0.5802657914
548	0.5802294788
549	0.5802063191
550	0.580161488
551	0.5801386104
552	0.5801185114
553	0.5800775043
554	0.5800394499
555	0.5800042397
556	0.579977409
557	0.5799576083
558	0.5799139417
559	0.5798781697
560	0.5798338481
561	0.5797856747
562	0.5797395198
563	0.5797060348
564	0.5796819628
565	0.5796487804
566	0.579617154
567	0.5795874118
568	0.579564852
569	0.5795270962
570	0.5794926815
571	0.5794538892
572	0.5794287689
573	0.5793898877
574	0.579359129
575	0.5793394142
576	0.5793137202
577	0.5792924072
578	0.5792512667
579	0.5792237728
580	0.5791866865
581	0.5791648169
582	0.5791007141
583	0.5790698871
584	0.5790418246
585	0.5789912132
586	0.578958941
587	0.5789183354
588	0.578873329
589	0.5788357858
590	0.5788018946
591	0.5787631062
592	0.5787302617
593	0.5786754659
594	0.5786368371
595	0.5786111292
596	0.5785594139
597	0.578536601
598	0.5784887286
599	0.5784448743
600	0.5783981653
601	0.5783639343
602	0.5783272503
603	0.5782901458
604	0.5782595284
605	0.5782319749
606	0.5782016742
607	0.578174915
608	0.578147605
609	0.5781179135
610	0.5780656842
611	0.5780385156
612	0.5780091346
613	0.5779755039
614	0.5779465971
615	0.5779232394
616	0.5778907299
617	0.5778671783
618	0.5778310329
619	0.5778060134
620	0.5777799139
621	0.5777603172
622	0.5777223469
623	0.5776934977
624	0.5776457295
625	0.5776259354
626	0.5776033937
627	0.5775612089
628	0.5775408724
629	0.5774991916
630	0.5774643685
631	0.5774351779
632	0.5774025717
633	0.5773706508
634	0.5773494361
635	0.5773142336
636	0.5772755947
637	0.5772256291
638	0.5771922107
639	0.5771713591
640	0.5771319703
641	0.5770968169
642	0.5770668904
643	0.577025728
644	0.5769867109
645	0.5769634721
646	0.5769262742
647	0.5768924095
648	0.5768488776
649	0.57682105
650	0.5767778299
651	0.5767493355
652	0.576704589
653	0.5766740872
654	0.5766463099
655	0.5766099026
656	0.5765731528
657	0.5765323684
658	0.5764979077
659	0.5764520054
660	0.5764205508
661	0.5763832317
662	0.5763475034
663	0.5763138709
664	0.5762558218
665	0.5762221389
666	0.5761884801
667	0.5761648486
668	0.5761297562
669	0.5760899429
670	0.5760577501
671	0.5760260569
672	0.5759576128
673	0.5759369924
674	0.5758994938
675	0.5758698007
676	0.5758414286
677	0.5758091192
678	0.5757726965
679	0.57572291
680	0.5756896576
681	0.575643627
682	0.5756251841
683	0.5755995566
684	0.5755715739
685	0.575523502
686	0.5754914502
687	0.5754730252
688	0.575449581
689	0.5754261614
690	0.5753831183
691	0.5753638641
692	0.5753112468
693	0.5752857531
694	0.5752494631
695	0.5752230428
696	0.5751937334
697	0.575157662
698	0.5751225159
699	0.575093504
700	0.5750626634
701	0.5750292498
702	0.5749965122
703	0.5749614903
704	0.5749373153
705	0.5749009687
706	0.5748664002
707	0.5748442797
708	0.5748059427
709	0.5747692991
710	0.5747390905
711	0.574713675
712	0.5746679451
713	0.5746196584
714	0.5745682042
715	0.5745391576
716	0.5745189783
717	0.5745039815
718	0.5744449191
719	0.5743981414
720	0.5743715059
721	0.5743355637
722	0.5743104486
723	0.5742865318
724	0.5742493731
725	0.5742042082
726	0.5741759107
727	0.5741546442
728	0.5741254162
729	0.5740965602
730	0.5740729034
731	0.5740536738
732	0.5740245395
733	0.5739942641
734	0.5739602853
735	0.5739282346
736	0.5738983872
737	0.573862079
738	0.5738332428
739	0.5737992148
740	0.5737554258
741	0.5737277458
742	0.5736959338
743	0.5736559337
744	0.5736221031
745	0.5736056274
746	0.5735787114
747	0.5735441459
748	0.5735203666
749	0.573495061
750	0.573470508
751	0.5734446971
752	0.5734284397
753	0.5733860763
754	0.573363354
755	0.5733374179
756	0.5733047999
757	0.5732890095
758	0.5732590266
759	0.5732171698
760	0.5731898746
761	0.573159179
762	0.5731181714
763	0.5730981429
764	0.573081512
765	0.5730642987
766	0.573036813
767	0.573017932
768	0.572975305
769	0.5729508961
770	0.5729314311
771	0.5729070354
772	0.572877358
773	0.5728605456
774	0.5728240644
775	0.5727968685
776	0.5727769053
777	0.572752672
778	0.5727040201
779	0.5726852869
780	0.5726459868
781	0.5726132413
782	0.5725941909
783	0.5725532392
784	0.5725285838
785	0.5725028302
786	0.5724672063
787	0.5724468046
788	0.5724227398
789	0.5723969929
790	0.5723692091
791	0.5723488731
792	0.5723302717
793	0.5723048225
794	0.5722758635
795	0.5722587762
796	0.572227741
797	0.5721888308
798	0.5721608562
799	0.5721349011
800	0.57210226
801	0.5720830883
802	0.5720561795
803	0.5720146359
804	0.5719833646
805	0.5719365397
806	0.5719006429
807	0.5718824099
808	0.5718426242
809	0.5718276521
810	0.5718054365
811	0.5717713657
812	0.5717546761
813	0.5717248922
814	0.5716962903
815	0.5716799657
816	0.5716447508
817	0.5716222984
818	0.5715962223
819	0.5715602191
820	0.5715352228
821	0.5715096608
822	0.5714798734
823	0.5714458788
824	0.5714178959
825	0.5713990402
826	0.5713750438
827	0.5713567318
828	0.5713244688
829	0.5712976745
830	0.5712780326
831	0.5712534693
832	0.5712316941
833	0.5711914142
834	0.5711596203
835	0.571132796
836	0.5711128555
837	0.5710713611
838	0.5710580428
839	0.571029733
840	0.5710083195
841	0.5709859257
842	0.5709578867
843	0.5709161465
844	0.5708729214
845	0.5708501024
846	0.5708269627
847	0.5708002295
848	0.5707654798
849	0.5707320236
850	0.5707030066
851	0.5706766039
852	0.5706583135
853	0.5706188727
854	0.570602553
855	0.5705794872
856	0.5705633441
857	0.5705269928
858	0.5705036381
859	0.5704817431
860	0.5704577106
861	0.5704179576
862	0.5703809798
863	0.5703621725
864	0.5703389844
865	0.5703201404
866	0.5702951622
867	0.5702711958
868	0.570248076
869	0.5702340888
870	0.570206109
871	0.5701890279
872	0.5701647712
873	0.5701375586
874	0.5701061554
875	0.5700663249
876	0.5700495665
877	0.5700178569
878	0.5699835719
879	0.5699583351
880	0.5699381424
881	0.5699212688
882	0.5698913713
883	0.5698566905
884	0.5698380678
885	0.5698136049
886	0.5697859011
887	0.5697461247
888	0.5696979177
889	0.5696656022
890	0.5696291701
891	0.5695984696
892	0.5695692359
893	0.569555066
894	0.5695205672
895	0.5695097828
896	0.569468795
897	0.569442917
898	0.5694241523
899	0.5693979563
900	0.5693804346
901	0.5693328794
902	0.569313547
903	0.5692850186
904	0.5692603553
905	0.5692212359
906	0.5691930419
907	0.5691731828
908	0.5691447012
909	0.5691120515
910	0.5690833022
911	0.5690530106
912	0.569033019
913	0.5690151626
914	0.5689896617
915	0.5689627907
916	0.5689204332
917	0.5688974522
918	0.5688697878
919	0.5688584747
920	0.5688433878
921	0.5687980899
922	0.56876514
923	0.5687300296
924	0.5686761205
925	0.5686459542
926	0.5686218133
927	0.5686052597
928	0.5685643432
929	0.5685198703
930	0.5685020374
931	0.5684818242
932	0.5684537473
933	0.5684215639
934	0.5683936893
935	0.5683485923
936	0.5683269904
937	0.5682969876
938	0.5682668646
939	0.5682375966
940	0.5682218449
941	0.5682012875
942	0.5681734927
943	0.5681610148
944	0.5681220272
945	0.568102873
946	0.5680521035
947	0.5680244394
948	0.5679946676
949	0.5679801355
950	0.5679583246
951	0.5679409325
952	0.5678791452
953	0.5678671955
954	0.5678307059
955	0.567783751
956	0.5677628999
957	0.5677425632
958	0.5677127699
959	0.5676904352
960	0.5676710002
961	0.5676461228
962	0.5676265956
963	0.5676023645
964	0.5675847028
965	0.5675653881
966	0.5675286286
967	0.5674892627
968	0.5674634596
969	0.5674445262
970	0.5674280438
971	0.5674084446
972	0.5673900103
973	0.567355185
974	0.5673305599
975	0.5673019429
976	0.5672759708
977	0.5672345442
978	0.5672078011
979	0.5671624498
980	0.5671395585
981	0.5671185469
982	0.567100651
983	0.5670687702
984	0.567043587
985	0.5670129305
986	0.5669668999
987	0.5669420015
988	0.5669145984
989	0.5668844097
990	0.5668663953
991	0.5668395852
992	0.5668151136
993	0.5667815678
994	0.5667512665
995	0.566721297
996	0.5667018085
997	0.566677727
998	0.5666445187
999	0.5666242598
1000	0.566590602
1001	0.5665622362
1002	0.5665414696
1003	0.5665126721
1004	0.5664910549
1005	0.5664670568
1006	0.5664285079
1007	0.5664081922
1008	0.5663811417
1009	0.5663546376
1010	0.5663349412
1011	0.5663009602
1012	0.5662743976
1013	0.5662506684
1014	0.566238691
1015	0.5662001563
1016	0.5661740619
1017	0.5661510117
1018	0.5661178481
1019	0.5661005517
1020	0.5660834137
1021	0.5660467104
1022	0.566016845
1023	0.5659874502
1024	0.5659684406
1025	0.5659371869
1026	0.5659130105
1027	0.5658842087
1028	0.5658630792
1029	0.565837468
1030	0.565810164
1031	0.5657968053
1032	0.5657869401
1033	0.5657584716
1034	0.5657361444
1035	0.5657103175
1036	0.5656915318
1037	0.5656547522
1038	0.5656205151
1039	0.5655998305
1040	0.565574171
1041	0.5655526441
1042	0.565536948
1043	0.565503569
1044	0.5654814848
1045	0.5654684325
1046	0.5654387672
1047	0.5654205885
1048	0.5654014507
1049	0.5653595257
1050	0.5653257617
1051	0.5653111516
1052	0.5652983193
1053	0.5652678383
1054	0.5652153621
1055	0.5652021966
1056	0.5651810813
1057	0.5651520939
1058	0.5651280552
1059	0.5651005159
1060	0.5650802384
1061	0.5650445603
1062	0.5650201345
1063	0.5650028264
1064	0.5649842879
1065	0.5649587558
1066	0.5649272714
1067	0.564909222
1068	0.5648886611
1069	0.564865086
1070	0.5648391183
1071	0.5648043983
1072	0.5647913734
1073	0.5647617173
1074	0.5647325004
1075	0.5647132248
1076	0.5646954628
1077	0.5646655152
1078	0.5646500213
1079	0.5646243086
1080	0.5646020098
1081	0.5645888517
1082	0.5645585993
1083	0.5645365663
1084	0.5645172765
1085	0.5644910954
1086	0.5644579936
1087	0.564430816
1088	0.5644132403
1089	0.5643977625
1090	0.5643609877
1091	0.5643413561
1092	0.5643125285
1093	0.5642817822
1094	0.5642682717
1095	0.5642445897
1096	0.5642182548
1097	0.5641947124
1098	0.564170979
1099	0.5641522939
1100	0.56412054
1101	0.5640850004
1102	0.5640592728
1103	0.5640321708
1104	0.5640129197
1105	0.5639843781
1106	0.5639550177
1107	0.5639361621
1108	0.563913354
1109	0.5638859932
1110	0.5638645101
1111	0.5638245511
1112	0.5637946551
1113	0.5637718271
1114	0.5637501029
1115	0.5637372588
1116	0.5637260505
1117	0.5636948481
1118	0.5636764223
1119	0.5636505219
1120	0.5636197014
1121	0.563585265
1122	0.5635567311
1123	0.5635145312
1124	0.5634955809
1125	0.563453258
1126	0.5634382532
1127	0.563401502
1128	0.5633588311
1129	0.5633308823
1130	0.5633011592
1131	0.5632877582
1132	0.5632673136
1133	0.563250801
1134	0.5632235574
1135	0.5631853579
1136	0.5631653472
1137	0.5631517563
1138	0.5631207484
1139	0.5630936039
1140	0.5630816065
1141	0.563049953
1142	0.5630096857
1143	0.5629908182
1144	0.562965768
1145	0.5629467602
1146	0.5629199819
1147	0.5628816808
1148	0.5628573894
1149	0.5628305036
1150	0.5628084346
1151	0.5627661311
1152	0.5627320632
1153	0.5627012592
1154	0.5626798111
1155	0.5626502353
1156	0.5626381351
1157	0.5626109366
1158	0.5625917329
1159	0.5625630269
1160	0.5625378972
1161	0.5625073492
1162	0.5624759321
1163	0.5624121868
1164	0.5623873235
1165	0.5623579753
1166	0.5623282731
1167	0.5623015944
1168	0.5622745778
1169	0.5622435842
1170	0.5622162601
1171	0.5622046524
1172	0.5621773573
1173	0.5621559881
1174	0.5621281473
1175	0.5621040702
1176	0.5620945028
1177	0.5620542754
1178	0.5620252684
1179	0.5619995731
1180	0.5619813931
1181	0.5619615491
1182	0.5619473556
1183	0.5619286548
1184	0.5618977867
1185	0.5618842165
1186	0.5618604284
1187	0.5618471206
1188	0.5618310552
1189	0.5618040763
1190	0.5617688269
1191	0.5617449092
1192	0.56171506
1193	0.5616901463
1194	0.5616714107
1195	0.5616508399
1196	0.5616248651
1197	0.5615930545
1198	0.5615777517
1199	0.5615491666
